name,type,visualDescription,properties,rarity,estimatedValue,visualPrompt
"Lança Equilibrada do Crepúsculo","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","199","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Elmo da Vigília do Véu","WEAPON","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","241","Item weapon com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Botas Silenciosas da Aurora","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","467","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Amuleto do Foco da Vigília","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","364","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Espada Curta da Tempestade","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","372","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Arco Composto do Véu","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","225","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Escudo Leve do Crepúsculo","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","256","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Armadura de Couro da Vigília","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","61","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Cajado Rúnico do Crepúsculo","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","254","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Adaga Enfeitiçada do Crepúsculo","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","135","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Lança Equilibrada da Vigília","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","372","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Elmo da Vigília da Vigília","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","150","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Botas Silenciosas da Vigília","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","363","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Amuleto do Foco do Sussurro","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","270","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Espada Curta da Aurora","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","321","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Arco Composto da Aurora","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","147","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Escudo Leve do Sussurro","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","158","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Armadura de Couro da Aurora","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","442","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Cajado Rúnico do Crepúsculo","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","254","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Adaga Enfeitiçada do Crepúsculo","WEAPON","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","109","Item weapon com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Lança Equilibrada do Crepúsculo","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","93","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Elmo da Vigília da Aurora","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","226","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Botas Silenciosas da Aurora","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","317","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Amuleto do Foco do Véu","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","432","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Espada Curta da Tempestade","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","lendário","71","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Arco Composto do Sussurro","WEAPON","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","115","Item weapon com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Escudo Leve da Aurora","WEAPON","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","458","Item weapon com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Armadura de Couro da Aurora","WEAPON","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","307","Item weapon com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Cajado Rúnico do Sussurro","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","lendário","147","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Adaga Enfeitiçada da Vigília","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","425","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Lança Equilibrada do Crepúsculo","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","227","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Elmo da Vigília do Sussurro","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","223","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Botas Silenciosas da Vigília","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","329","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Amuleto do Foco do Sussurro","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","194","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Espada Curta do Crepúsculo","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","381","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Arco Composto da Tempestade","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","421","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Escudo Leve do Crepúsculo","CONSUMABLE","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","385","Item consumable com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Armadura de Couro da Aurora","ARMOR","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","139","Item armor com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Cajado Rúnico do Crepúsculo","ARMOR","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","épico","436","Item armor com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Adaga Enfeitiçada da Vigília","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","incomum","244","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Lança Equilibrada do Crepúsculo","ACCESSORY","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","comum","94","Item accessory com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Elmo da Vigília da Tempestade","ARMOR","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","lendário","207","Item armor com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Botas Silenciosas do Crepúsculo","SHIELD","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","raro","269","Item shield com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
"Amuleto do Foco da Tempestade","ARMOR","Peça de artesanato robusto com acabamento polido e runas tênues próximas às arestas. Linhas angulares e proporções equilibradas sugerem manufatura precisa, com leve brilho quando exposta à chama, indicando liga especial ou encantamento sutil.","Bônus moderado a manuseio e precisão | Resistência a intempéries e desgaste | Compatível com alquimia leve para manutenção","lendário","193","Item armor com metal escuro e detalhes luminosos em azul, sobre mesa de madeira em salão medieval, iluminação quente, estilo neon/arcano, foco no objeto com fundo suavemente desfocado."
