name,class,occupation,physicalDescription,personality,background,specialSkills,visualPrompt
"Darius Sunspire","Fighter","Clérigo","Darius Sunspire tem cerca de 1.65m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Clérigo Fighter em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Aria Frostbane","Sorcerer","Rogue","Aria Frostbane tem cerca de 1.68m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Rogue Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Riven Starcrest","Sorcerer","Vanguarda","Riven Starcrest tem cerca de 1.67m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nyx Shadowmere","Warlock","Monge","Nyx Shadowmere tem cerca de 1.89m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Monge Warlock em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Kellan Dawnhollow","Warlock","Mago","Kellan Dawnhollow tem cerca de 1.70m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Mago Warlock em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Eira Emberwild","Bard","Paladino","Eira Emberwild tem cerca de 1.79m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Paladino Bard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Thorne Rivenguard","Cleric","Vanguarda","Thorne Rivenguard tem cerca de 1.86m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Lyra Moonblade","Paladin","Mago","Lyra Moonblade tem cerca de 1.85m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Mago Paladin em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Cassian Skysong","Bard","Bardo","Cassian Skysong tem cerca de 1.72m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Bardo Bard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Elara Flameborn","Bard","Arqueiro","Elara Flameborn tem cerca de 1.77m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Bard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Rowan Mistwalker","Druid","Warlock","Rowan Mistwalker tem cerca de 1.84m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Warlock Druid em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Zara Oakenshield","Monk","Feiticeiro","Zara Oakenshield tem cerca de 1.86m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Feiticeiro Monk em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Drake Stonehelm","Sorcerer","Warlock","Drake Stonehelm tem cerca de 1.65m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Warlock Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nia Brightwind","Barbarian","Vanguarda","Nia Brightwind tem cerca de 1.71m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Barbarian em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Aiden Blackwood","Cleric","Arqueiro","Aiden Blackwood tem cerca de 1.68m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Luna Stormborn","Ranger","Guardião","Luna Stormborn tem cerca de 1.93m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Guardião Ranger em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Kai Silverleaf","Monk","Monge","Kai Silverleaf tem cerca de 1.65m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Monge Monk em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Mara Nightfall","Sorcerer","Feiticeiro","Mara Nightfall tem cerca de 1.78m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Feiticeiro Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Orion Ashenvale","Warlock","Arqueiro","Orion Ashenvale tem cerca de 1.69m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Warlock em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Selene Ironheart","Sorcerer","Alquimista","Selene Ironheart tem cerca de 1.91m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Alquimista Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Darius Sunspire","Cleric","Paladino","Darius Sunspire tem cerca de 1.73m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Paladino Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Aria Frostbane","Wizard","Mago","Aria Frostbane tem cerca de 1.65m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Mago Wizard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Riven Starcrest","Bard","Guerreiro","Riven Starcrest tem cerca de 1.81m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Guerreiro Bard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nyx Shadowmere","Wizard","Vanguarda","Nyx Shadowmere tem cerca de 1.76m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Wizard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Kellan Dawnhollow","Druid","Clérigo","Kellan Dawnhollow tem cerca de 1.79m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Clérigo Druid em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Eira Emberwild","Monk","Bardo","Eira Emberwild tem cerca de 1.70m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Bardo Monk em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
